	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z
100587_f_at	373.58000	267.67000	306.92000	343.53000	366.70000	320.43000	285.25000	279.33000	265.41000	220.14000	288.42000	240.47000	212.95000	302.64000	165.51000	178.48000	231.19000	231.72000	209.11000	222.12000	199.12000	243.17000	237.42000	275.88000	219.25000	206.08000	
100588_at	171.51000	222.03000	178.00000	200.35000	214.12000	198.17000	185.65000	158.26000	143.01000	158.13000	136.80000	122.83000	158.79000	155.91000	131.24000	125.61000	145.95000	135.16000	108.66000	109.08000	169.04000	186.17000	180.16000	188.29000	181.61000	177.15000	
100589_at	9.88000	15.54000	24.88000	24.14000	10.04000	13.22000	19.93000	20.09000	16.16000	27.79000	13.24000	22.40000	11.84000	16.46000	23.09000	1.17000	14.28000	19.63000	3.77000	14.95000	16.19000	14.80000	13.29000	16.40000	13.17000	9.29000	
100592_at	325.80000	264.69000	269.88000	642.20000	617.09000	396.28000	396.78000	281.56000	294.59000	503.91000	609.24000	661.26000	678.10000	589.48000	472.18000	516.37000	962.61000	890.53000	1090.40000	1224.67000	466.31000	427.81000	793.32000	860.91000	886.48000	1014.61000	
100593_at	49.64000	54.60000	59.91000	74.75000	111.05000	61.50000	59.54000	91.64000	78.17000	60.67000	90.30000	81.75000	80.20000	86.36000	40.25000	38.33000	28.57000	56.55000	37.49000	34.97000	45.76000	44.22000	68.18000	60.92000	49.62000	46.72000	
100594_at	280.00000	418.57000	314.92000	387.52000	278.11000	305.43000	300.44000	418.62000	337.68000	393.94000	352.71000	411.42000	340.73000	328.21000	463.64000	378.50000	451.59000	435.89000	436.27000	439.77000	279.35000	287.29000	376.30000	318.32000	347.53000	302.59000	
100595_at	526.12000	795.06000	511.37000	701.71000	576.21000	515.00000	546.11000	824.45000	735.59000	830.21000	756.54000	823.96000	661.45000	512.23000	464.01000	458.05000	490.15000	476.76000	305.76000	422.59000	396.67000	436.92000	403.17000	482.84000	425.64000	374.94000	
100596_at	7.34000	22.51000	14.42000	5.88000	13.57000	17.13000	20.53000	20.30000	19.96000	28.09000	25.38000	25.92000	NaN	10.33000	15.58000	29.73000	35.43000	32.50000	27.65000	22.53000	16.95000	27.46000	31.04000	14.06000	40.47000	39.86000	
100597_at	57.21000	46.73000	41.99000	50.65000	31.50000	46.39000	45.89000	31.41000	39.91000	40.99000	35.76000	30.31000	47.89000	28.60000	57.58000	75.41000	63.11000	63.71000	48.89000	51.18000	70.89000	71.24000	60.18000	46.78000	62.92000	55.38000	
100599_at	447.56000	627.24000	372.36000	501.81000	541.01000	346.37000	351.17000	701.86000	557.66000	459.06000	492.91000	550.79000	539.31000	593.74000	588.72000	632.97000	472.06000	717.16000	786.40000	651.52000	509.14000	609.99000	617.36000	682.49000	511.76000	583.77000	
100600_at	335.63000	467.15000	413.60000	485.89000	401.66000	316.03000	393.85000	208.55000	279.92000	233.78000	262.81000	236.48000	175.29000	161.77000	137.79000	145.97000	156.22000	186.69000	163.21000	158.83000	319.49000	376.39000	352.58000	398.61000	289.70000	297.26000	
100601_at	19.43000	34.26000	2.77000	24.47000	17.27000	18.05000	NaN	31.21000	61.69000	36.84000	NaN	41.41000	31.93000	36.51000	91.14000	65.56000	94.88000	72.90000	75.67000	57.92000	61.09000	66.95000	81.51000	90.51000	82.71000	100.80000	
100602_at	8.47000	13.93000	10.54000	6.88000	26.49000	4.32000	6.74000	4.21000	8.83000	28.09000	11.51000	2.86000	23.98000	14.71000	9.44000	8.91000	4.27000	7.32000	0.32000	11.50000	1.83000	8.58000	11.30000	11.71000	6.46000	5.03000	
100603_at	321.79000	239.66000	386.09000	238.24000	216.99000	346.99000	382.73000	238.23000	285.89000	183.25000	311.58000	195.07000	259.54000	293.82000	129.62000	128.31000	158.88000	163.18000	121.49000	141.75000	207.73000	178.43000	150.03000	151.31000	140.96000	159.47000	
100605_at	27.96000	2.61000	29.46000	22.05000	14.89000	25.71000	21.22000	43.38000	29.63000	24.53000	35.71000	55.90000	33.23000	54.51000	21.87000	28.03000	28.80000	24.46000	29.22000	23.35000	33.55000	33.25000	0.78000	31.04000	25.11000	13.60000	
100606_at	7408.92000	5476.78000	5677.13000	6155.51000	7138.04000	5462.60000	6220.20000	6719.10000	5838.64000	6406.03000	6663.10000	6147.57000	7225.87000	6270.92000	3881.60000	3750.74000	4566.92000	4354.66000	3566.57000	3923.74000	3862.31000	3535.79000	3858.10000	4383.60000	3401.56000	3402.21000	
100607_at	287.57000	468.05000	453.82000	385.78000	395.25000	314.43000	293.01000	445.92000	400.70000	478.99000	285.60000	292.78000	532.36000	371.21000	983.61000	968.23000	882.15000	801.44000	853.37000	916.31000	1063.16000	1001.10000	1119.99000	1046.03000	853.12000	853.47000	
100608_at	470.04000	324.12000	347.77000	373.95000	392.86000	385.51000	404.69000	352.76000	346.02000	344.20000	407.93000	373.20000	360.66000	404.25000	349.66000	373.18000	283.40000	278.14000	345.51000	290.20000	241.81000	297.93000	291.62000	314.22000	288.99000	272.37000	
100609_at	38.35000	2.32000	14.32000	23.13000	39.48000	10.58000	13.00000	36.13000	9.61000	12.76000	13.88000	16.48000	16.80000	10.06000	26.83000	10.04000	14.87000	16.13000	14.16000	12.37000	18.28000	19.79000	17.50000	24.87000	27.79000	15.15000	
100610_at	490.31000	823.35000	422.64000	659.57000	665.79000	405.32000	417.26000	692.83000	433.05000	433.79000	306.26000	531.25000	664.73000	348.63000	485.85000	461.73000	411.38000	470.13000	499.85000	511.48000	607.60000	638.27000	698.68000	703.46000	659.68000	646.44000	
100611_at	6.95000	13.36000	5.16000	12.31000	2.71000	9.38000	2.19000	10.66000	7.95000	7.27000	17.70000	6.31000	20.62000	14.92000	5.63000	4.52000	22.15000	3.82000	12.53000	9.20000	13.42000	4.90000	18.77000	21.55000	27.45000	25.06000	
100612_at	15.81000	52.46000	6.47000	14.24000	32.49000	18.09000	20.84000	41.56000	38.68000	14.83000	NaN	55.17000	11.84000	12.14000	15.33000	3.94000	5.41000	28.24000	5.45000	10.40000	17.12000	46.90000	17.56000	25.54000	27.19000	45.83000	
100613_at	53.09000	282.32000	93.81000	90.11000	66.30000	61.14000	78.14000	100.06000	115.72000	179.99000	72.70000	67.33000	93.49000	55.08000	955.16000	977.71000	770.05000	714.25000	858.54000	872.51000	580.84000	668.71000	796.00000	720.21000	742.60000	714.07000	
100614_at	8.75000	4.50000	1.27000	9.11000	14.40000	3.45000	3.45000	1.42000	6.00000	1.24000	8.73000	NaN	8.55000	8.39000	5.47000	NaN	8.05000	12.43000	2.52000	10.98000	11.43000	1.53000	5.85000	3.90000	14.26000	4.74000	
100615_at	22.70000	22.04000	27.08000	16.10000	15.63000	21.71000	21.86000	34.71000	29.95000	20.77000	37.21000	37.02000	26.81000	28.72000	16.32000	33.17000	29.48000	55.22000	38.13000	36.89000	43.00000	49.49000	47.88000	36.00000	42.22000	34.90000	
100616_at	98.44000	65.21000	87.42000	72.04000	76.91000	78.95000	77.38000	83.57000	63.54000	69.67000	101.40000	77.50000	76.99000	107.11000	62.24000	67.43000	53.75000	61.16000	70.36000	56.63000	66.98000	74.57000	62.27000	52.44000	39.56000	47.20000	
100617_at	287.06000	202.70000	143.30000	204.92000	226.62000	167.16000	215.44000	222.81000	225.37000	145.82000	184.56000	245.32000	202.02000	197.40000	121.71000	128.06000	149.33000	164.79000	123.75000	148.67000	99.59000	119.05000	88.63000	141.16000	126.75000	117.74000	
100618_f_at	109.84000	175.83000	151.17000	192.24000	134.08000	125.39000	125.27000	187.95000	157.58000	110.36000	146.85000	229.97000	243.65000	171.55000	394.41000	394.67000	438.85000	473.16000	398.50000	480.76000	368.12000	362.93000	357.65000	382.79000	363.27000	457.58000	
100619_r_at	145.42000	75.78000	100.43000	113.51000	81.52000	146.41000	141.76000	83.11000	109.75000	69.67000	126.65000	123.03000	62.86000	120.73000	193.39000	207.87000	180.63000	199.19000	147.25000	166.18000	212.96000	207.25000	214.81000	170.29000	155.18000	155.49000	
100620_at	22.31000	6.87000	4.79000	1.60000	NaN	11.17000	26.32000	24.41000	24.44000	NaN	40.03000	13.76000	43.77000	22.80000	NaN	7.05000	NaN	27.71000	NaN	22.95000	2.94000	14.24000	4.23000	5.62000	26.06000	2.48000	
100621_at	8.53000	94.55000	11.88000	34.33000	6.83000	13.30000	20.67000	23.90000	72.75000	38.32000	18.97000	24.46000	41.63000	24.01000	76.31000	54.55000	80.69000	93.47000	66.56000	86.43000	112.60000	105.01000	125.56000	157.29000	166.20000	159.91000	
100622_at	797.71000	525.58000	491.59000	479.09000	447.31000	653.14000	795.11000	565.57000	480.24000	486.95000	508.84000	466.12000	575.37000	874.33000	575.12000	680.87000	612.27000	633.22000	761.10000	847.80000	482.04000	611.83000	520.23000	547.27000	764.00000	769.12000	
100623_at	14.97000	33.65000	16.42000	10.15000	17.69000	16.88000	8.67000	17.66000	5.58000	35.35000	12.78000	21.27000	38.50000	24.76000	15.64000	17.10000	8.64000	4.86000	19.30000	9.72000	17.73000	8.38000	9.59000	32.88000	8.61000	9.86000	
100626_at	10.90000	39.29000	13.83000	23.28000	36.44000	4.19000	6.19000	0.00000	19.63000	28.93000	21.52000	24.66000	38.27000	17.54000	40.68000	29.78000	34.08000	32.72000	30.32000	29.76000	31.63000	43.89000	45.14000	24.21000	35.34000	43.96000	
100628_at	1685.94000	1063.35000	933.39000	1241.34000	1255.25000	1048.31000	1319.91000	1132.55000	976.53000	1046.29000	1198.42000	1084.10000	619.05000	746.93000	847.53000	878.84000	804.78000	835.34000	734.90000	794.20000	872.45000	889.66000	930.05000	1046.07000	985.89000	934.50000	
100629_at	766.31000	721.60000	616.25000	738.12000	770.09000	715.58000	647.33000	556.69000	627.24000	612.79000	581.81000	518.36000	686.80000	710.30000	859.45000	859.01000	850.43000	864.53000	896.92000	868.83000	693.14000	865.65000	799.24000	720.33000	855.04000	800.26000	
100630_f_at	3156.66000	3154.92000	2189.24000	2896.39000	3767.38000	2560.30000	2732.03000	2459.02000	2661.97000	2998.51000	2105.33000	3318.02000	4130.22000	3718.53000	1905.18000	1756.41000	1657.18000	2438.07000	2139.16000	2120.99000	1597.87000	1542.54000	1930.22000	2311.35000	1756.88000	1864.25000	
100631_r_at	40.21000	28.63000	33.06000	25.44000	54.37000	37.45000	17.27000	7.26000	30.15000	17.60000	31.39000	30.37000	27.27000	41.52000	92.68000	54.61000	22.06000	46.77000	34.88000	32.43000	84.39000	51.61000	50.90000	41.20000	35.29000	37.49000	
100632_at	41.06000	73.32000	44.58000	64.67000	107.76000	60.16000	64.97000	67.38000	52.51000	85.89000	34.94000	87.07000	48.88000	78.30000	111.30000	117.94000	142.42000	165.10000	146.53000	152.96000	98.44000	132.01000	138.14000	166.74000	145.02000	159.45000	
100633_at	211.33000	230.99000	242.95000	280.97000	219.38000	278.68000	268.03000	302.32000	341.41000	304.99000	278.92000	345.48000	320.41000	345.39000	251.82000	266.33000	264.19000	228.53000	262.94000	308.09000	263.46000	291.95000	274.84000	302.90000	292.49000	300.29000	
100634_at	11.07000	16.11000	3.00000	17.37000	9.95000	13.15000	6.34000	17.66000	NaN	11.87000	10.60000	17.08000	19.48000	25.73000	18.61000	6.18000	11.65000	11.61000	9.55000	12.13000	16.79000	12.57000	3.64000	17.61000	14.15000	4.60000	
100635_at	2103.40000	2663.46000	1800.48000	2019.89000	2453.32000	1579.81000	1436.90000	2900.64000	2312.33000	2569.39000	2046.04000	3063.88000	2282.98000	1608.66000	887.06000	826.70000	757.17000	905.52000	894.17000	814.36000	701.46000	775.03000	1013.83000	1162.05000	894.63000	932.45000	
100636_at	14.23000	17.87000	37.89000	28.75000	21.39000	28.81000	23.86000	24.25000	28.33000	37.78000	18.74000	26.92000	32.23000	33.13000	13.83000	20.79000	13.26000	22.94000	27.56000	13.21000	21.07000	25.30000	24.91000	21.55000	8.37000	16.79000	
100669_at	7.51000	4.64000	7.54000	8.44000	5.35000	4.47000	4.93000	22.58000	2.17000	31.65000	3.32000	22.53000	7.33000	7.61000	2.21000	7.10000	2.05000	9.56000	8.04000	4.41000	3.42000	6.68000	2.90000	5.86000	7.31000	4.21000	
100670_at	7.45000	8.53000	0.25000	NaN	4.28000	0.53000	1.48000	6.75000	NaN	4.90000	1.09000	1.60000	6.03000	NaN	NaN	NaN	5.60000	NaN	NaN	NaN	24.39000	12.03000	10.18000	5.19000	13.57000	27.95000	
100671_at	2.43000	8.48000	5.44000	0.30000	9.46000	8.11000	1.00000	10.35000	NaN	5.19000	NaN	NaN	5.96000	7.67000	7.53000	10.09000	NaN	6.53000	3.34000	8.00000	5.58000	5.34000	8.19000	3.71000	NaN	3.03000	
100672_at	1.13000	NaN	NaN	NaN	3.04000	1.23000	NaN	8.78000	2.99000	NaN	NaN	5.98000	NaN	NaN	NaN	NaN	4.90000	6.88000	4.79000	1.08000	2.26000	1.25000	6.23000	NaN	0.13000	1.55000	
100673_f_at	26.37000	21.37000	20.71000	18.67000	18.59000	16.47000	16.72000	21.57000	21.06000	21.41000	17.15000	26.79000	31.85000	28.99000	16.53000	16.38000	14.94000	20.76000	22.54000	14.39000	16.95000	26.35000	22.20000	13.35000	18.22000	12.32000	
100674_f_at	25.02000	25.31000	14.67000	18.74000	17.60000	17.24000	17.67000	19.54000	15.74000	2.42000	25.16000	35.09000	28.64000	14.65000	5.60000	16.85000	16.27000	21.93000	21.27000	21.33000	19.00000	18.38000	19.43000	17.65000	17.27000	16.04000	
100675_at	3.56000	NaN	6.57000	16.44000	6.09000	8.62000	8.00000	NaN	8.21000	11.62000	15.56000	7.98000	20.78000	6.43000	7.88000	10.14000	NaN	10.41000	6.24000	NaN	3.22000	9.24000	10.65000	3.12000	11.22000	12.16000	
100676_at	12.88000	20.24000	21.33000	15.99000	17.03000	6.68000	3.83000	16.34000	5.32000	32.78000	NaN	NaN	19.25000	19.84000	12.57000	11.57000	2.94000	21.71000	14.30000	10.28000	10.48000	6.18000	12.30000	16.67000	15.21000	9.04000	
100677_f_at	19.03000	2.94000	27.86000	25.55000	30.27000	13.92000	17.60000	23.59000	25.80000	16.37000	29.75000	41.34000	12.07000	32.46000	23.10000	29.82000	10.01000	17.01000	17.03000	19.71000	13.28000	22.59000	19.86000	14.29000	14.61000	19.34000	
100678_s_at	13.67000	4.74000	10.95000	20.72000	24.92000	8.17000	16.27000	3.40000	13.24000	18.89000	15.06000	14.29000	5.35000	6.58000	4.44000	8.33000	12.49000	1.83000	5.51000	9.50000	13.11000	6.93000	15.91000	11.83000	8.37000	12.94000	
100679_at	NaN	10.24000	5.03000	NaN	NaN	0.60000	NaN	NaN	0.06000	NaN	5.91000	NaN	5.58000	5.59000	NaN	1.70000	8.80000	NaN	2.64000	5.80000	0.77000	2.36000	11.77000	3.36000	1.95000	8.20000	
100680_at	4.01000	8.20000	14.75000	17.96000	NaN	6.60000	8.91000	2.74000	11.52000	16.56000	7.60000	22.73000	21.54000	7.37000	8.94000	11.84000	6.23000	9.44000	9.43000	6.55000	12.75000	15.31000	7.72000	5.08000	4.10000	12.30000	
100681_f_at	17.22000	4.98000	12.62000	13.50000	19.82000	11.07000	13.22000	0.00000	11.91000	19.63000	10.74000	15.35000	1.15000	18.24000	28.99000	12.60000	17.51000	7.76000	9.84000	5.89000	20.46000	44.09000	22.20000	7.73000	18.35000	12.35000	
100682_f_at	NaN	NaN	5.24000	19.26000	20.98000	9.47000	8.22000	NaN	21.16000	NaN	8.51000	40.28000	37.66000	30.14000	13.79000	4.36000	NaN	5.90000	2.76000	NaN	NaN	1.04000	NaN	13.86000	13.02000	7.52000	
100683_r_at	108.54000	147.39000	50.79000	164.27000	175.29000	68.78000	90.62000	150.45000	150.47000	260.14000	217.55000	204.58000	251.29000	339.63000	161.19000	159.03000	215.43000	420.40000	309.22000	233.37000	174.64000	211.20000	402.73000	472.06000	223.77000	226.19000	
100684_at	115.77000	289.43000	157.79000	206.78000	165.91000	123.28000	127.49000	199.57000	139.57000	168.37000	90.80000	139.38000	161.01000	117.32000	374.35000	359.69000	360.05000	332.20000	366.61000	352.02000	352.59000	380.84000	438.28000	434.65000	380.03000	375.78000	
100685_at	48.00000	66.35000	46.84000	35.07000	31.67000	62.93000	53.59000	70.63000	37.25000	25.12000	46.72000	53.50000	49.65000	65.47000	94.63000	75.84000	55.92000	80.31000	67.37000	76.97000	116.85000	98.63000	120.39000	108.36000	78.38000	93.05000	
100686_at	3988.25000	4177.89000	3062.65000	3705.96000	4793.87000	2786.37000	2930.07000	3807.19000	3171.20000	3782.50000	2345.74000	3579.12000	3549.73000	2521.52000	3231.76000	3458.03000	3548.13000	3635.48000	3242.29000	3476.38000	3102.44000	3180.58000	3160.58000	3511.53000	2943.33000	3075.08000	
100687_f_at	6.49000	17.68000	11.69000	11.64000	32.49000	15.79000	14.05000	13.55000	12.49000	13.85000	13.19000	6.98000	28.03000	26.24000	8.59000	15.17000	10.85000	9.72000	4.93000	6.17000	3.75000	8.71000	11.58000	19.91000	15.87000	8.59000	
100688_at	29.88000	23.70000	10.48000	37.19000	63.83000	37.69000	27.89000	26.08000	28.75000	12.66000	61.51000	16.15000	31.09000	19.39000	9.53000	2.46000	18.56000	56.42000	7.89000	17.95000	23.71000	24.97000	41.03000	35.73000	41.62000	26.42000	
100689_at	NaN	NaN	NaN	NaN	NaN	2.75000	NaN	NaN	9.80000	11.92000	7.46000	13.23000	1.37000	NaN	0.88000	NaN	NaN	NaN	NaN	1.76000	0.62000	NaN	3.21000	7.03000	0.86000	0.64000	
100690_at	100.02000	67.77000	75.83000	101.12000	99.86000	84.23000	73.71000	80.68000	79.47000	70.21000	99.95000	64.80000	106.32000	105.69000	114.12000	106.35000	79.61000	132.38000	93.78000	57.71000	299.00000	355.12000	374.28000	355.23000	340.16000	321.13000	
100691_at	NaN	3.18000	NaN	9.11000	NaN	0.85000	2.88000	NaN	0.84000	5.59000	NaN	11.43000	11.23000	4.74000	3.05000	3.85000	NaN	1.99000	3.98000	6.03000	NaN	NaN	4.51000	7.26000	NaN	NaN	
100692_at	17.68000	20.00000	22.25000	31.13000	24.43000	11.51000	24.22000	8.02000	15.35000	36.34000	32.80000	47.06000	29.18000	22.59000	19.17000	18.11000	15.03000	32.79000	13.32000	15.77000	33.88000	23.22000	29.17000	22.45000	14.41000	14.51000	
100693_at	39.36000	28.91000	25.72000	28.41000	34.55000	27.84000	19.24000	35.21000	26.16000	31.45000	35.94000	41.67000	34.75000	26.63000	40.71000	48.51000	29.41000	29.25000	45.55000	38.68000	65.51000	55.95000	42.06000	45.69000	30.00000	27.22000	
100694_at	5166.03000	4665.70000	3796.96000	5716.55000	6230.25000	4129.19000	4548.90000	4168.37000	3657.67000	4546.01000	3068.71000	3961.16000	5042.19000	3762.11000	4894.58000	4586.67000	4987.45000	4837.32000	4767.57000	4894.87000	4197.36000	4907.33000	4750.43000	4742.14000	5023.31000	4891.80000	
100695_at	NaN	23.70000	14.51000	26.11000	44.34000	13.15000	26.08000	26.03000	33.81000	NaN	22.02000	39.08000	26.73000	9.81000	11.72000	10.36000	22.69000	1.89000	10.53000	5.47000	23.35000	21.93000	18.15000	13.59000	21.25000	25.85000	
100696_at	31.34000	18.96000	34.64000	37.30000	59.23000	37.77000	34.15000	34.40000	29.27000	41.04000	44.36000	58.36000	48.73000	50.34000	45.88000	44.51000	31.09000	77.25000	39.95000	28.02000	55.58000	51.20000	39.66000	20.31000	30.31000	21.07000	
100697_at	21.35000	25.69000	26.34000	38.45000	38.66000	20.52000	31.44000	16.49000	19.89000	16.96000	39.72000	48.25000	48.58000	24.10000	37.94000	27.88000	28.48000	28.87000	15.03000	17.37000	34.80000	33.14000	16.56000	19.02000	16.87000	37.52000	
100698_at	6.66000	NaN	2.22000	NaN	NaN	0.38000	NaN	NaN	NaN	NaN	3.14000	NaN	NaN	1.66000	NaN	NaN	NaN	11.20000	NaN	8.31000	8.34000	NaN	13.85000	9.37000	4.34000	12.48000	
100699_at	8.75000	7.82000	NaN	10.90000	0.82000	0.06000	NaN	14.66000	NaN	NaN	3.68000	10.63000	6.34000	NaN	4.52000	15.42000	NaN	5.77000	14.01000	15.30000	8.90000	4.47000	4.64000	NaN	5.03000	8.50000	
100700_s_at	25.41000	29.43000	11.07000	25.51000	38.66000	9.79000	15.48000	30.29000	18.17000	NaN	23.25000	40.21000	23.14000	33.49000	25.88000	29.81000	18.91000	21.87000	34.85000	17.72000	71.33000	85.65000	90.81000	68.61000	69.34000	72.25000	
100701_r_at	65.40000	54.74000	80.85000	77.84000	28.87000	79.02000	85.10000	69.26000	70.13000	59.48000	99.45000	135.45000	70.73000	105.21000	86.93000	99.51000	58.23000	99.72000	82.14000	74.35000	115.17000	113.95000	108.43000	130.89000	87.32000	83.05000	
100702_at	47.27000	26.73000	58.98000	61.62000	58.65000	43.99000	46.11000	39.02000	37.42000	19.83000	53.18000	60.42000	43.69000	77.52000	96.42000	50.57000	38.93000	36.45000	53.53000	22.51000	72.27000	59.15000	51.93000	40.92000	50.59000	60.14000	
100703_at	95.05000	108.06000	99.85000	138.16000	75.51000	137.11000	151.64000	21.92000	17.20000	11.37000	10.24000	NaN	10.54000	14.49000	81.24000	85.70000	189.57000	148.95000	126.22000	155.05000	81.58000	86.91000	54.70000	80.83000	85.02000	87.36000	
100704_at	0.28000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.74000	NaN	5.88000	11.46000	9.64000	14.93000	NaN	NaN	3.41000	0.82000	NaN	NaN	1.08000	6.95000	
100705_at	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.99000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
100706_f_at	102.22000	100.52000	115.14000	150.99000	182.61000	198.57000	274.06000	66.88000	58.48000	88.36000	76.75000	84.88000	92.95000	77.61000	28.87000	52.37000	37.41000	48.53000	26.17000	26.52000	225.19000	60.18000	68.71000	71.65000	57.23000	48.86000	
100707_at	16.21000	18.67000	7.68000	12.24000	17.69000	8.58000	15.60000	4.36000	16.42000	4.40000	6.28000	25.99000	23.14000	7.94000	99.61000	76.73000	29.04000	32.28000	61.40000	68.71000	43.87000	46.51000	18.71000	10.78000	53.07000	53.69000	
100708_at	2763.42000	1794.90000	1832.67000	1999.51000	2211.24000	1689.62000	2011.06000	1894.03000	1932.59000	1641.62000	2229.55000	1982.31000	1452.58000	1535.83000	750.04000	768.67000	812.55000	827.83000	676.49000	724.76000	1022.30000	1048.82000	862.19000	1111.64000	1019.83000	990.51000	
100709_at	18.75000	1.42000	3.72000	9.78000	13.41000	3.26000	1.02000	10.45000	11.36000	7.27000	NaN	NaN	4.89000	5.41000	11.91000	3.55000	1.12000	7.10000	10.56000	3.05000	7.60000	1.69000	10.30000	5.86000	10.74000	8.52000	
100710_at	970.41000	671.03000	802.58000	727.45000	685.37000	905.88000	1025.25000	618.39000	748.12000	692.10000	610.01000	554.18000	692.53000	738.11000	734.37000	843.25000	836.55000	767.14000	725.24000	750.69000	786.07000	870.04000	783.58000	965.28000	850.28000	882.01000	
100711_at	394.25000	432.69000	334.17000	417.57000	554.00000	367.06000	402.71000	451.40000	412.93000	333.62000	323.45000	461.13000	495.24000	371.52000	698.42000	749.97000	856.60000	715.80000	751.18000	785.66000	856.44000	1009.61000	958.20000	800.38000	986.93000	957.84000	
100712_at	82.17000	84.22000	65.23000	65.60000	79.38000	84.72000	90.17000	87.78000	72.23000	106.56000	115.69000	82.22000	89.82000	73.98000	105.90000	98.84000	126.97000	127.14000	91.57000	84.46000	111.78000	100.53000	112.45000	102.15000	89.67000	95.33000	
100713_at	24.79000	39.53000	56.58000	73.79000	84.31000	118.17000	143.61000	57.74000	33.59000	81.19000	89.17000	57.69000	93.64000	136.46000	45.88000	63.79000	98.66000	143.52000	73.90000	88.94000	73.38000	74.22000	103.52000	112.81000	101.49000	92.66000	
100714_at	12.37000	NaN	9.88000	3.09000	15.63000	11.49000	4.10000	11.92000	4.58000	3.46000	1.87000	15.55000	NaN	11.81000	NaN	5.03000	12.60000	1.74000	7.54000	6.34000	3.51000	2.33000	8.53000	NaN	1.55000	3.46000	
100715_at	16.10000	NaN	5.79000	6.14000	17.11000	9.38000	2.31000	13.09000	4.22000	13.50000	NaN	NaN	3.36000	13.44000	6.05000	2.30000	4.64000	10.29000	4.85000	0.89000	5.08000	3.33000	9.96000	6.64000	9.90000	7.70000	
100716_at	17.68000	34.26000	33.90000	35.18000	30.60000	26.20000	24.13000	33.90000	23.49000	28.48000	12.56000	14.49000	14.51000	19.18000	35.66000	36.04000	14.21000	20.20000	12.68000	20.07000	26.53000	31.00000	26.46000	17.57000	14.55000	16.81000	
100717_at	116.34000	116.82000	157.13000	115.10000	141.89000	142.67000	116.18000	143.04000	105.46000	116.99000	111.91000	120.17000	117.09000	179.37000	164.98000	166.12000	102.21000	123.17000	137.13000	103.73000	158.49000	128.70000	132.87000	137.18000	102.73000	96.35000	
